###### GATHER WARNING ######
# NO Gathering method specified ! 
# Thus : if the system is requested to be gathered, 
# the gathering will be done according to the 1st atom of the previous molecule
#                      selected      heavy sasa
# time                    atoms           atoms
   10.000000000    11.415384092    11.415384092
   10.500000000    11.414476273    11.414476273
   11.000000000    11.414623209    11.414623209
   11.500000000    11.414588181    11.414588181
   12.000000000    11.411726468    11.411726468
   12.500000000    11.413973056    11.413973056
   13.000000000    11.410853467    11.410853467
   13.500000000    11.414933741    11.414933741
   14.000000000    11.410224019    11.410224019
   14.500000000    11.415940106    11.415940106
   15.000000000    11.413956898    11.413956898
   15.500000000    11.414753591    11.414753591
   16.000000000    11.414985778    11.414985778
   16.500000000    11.415561187    11.415561187
   17.000000000    11.415691635    11.415691635
   17.500000000    11.416380108    11.416380108
   18.000000000    11.415524330    11.415524330
   18.500000000    11.417225465    11.417225465
   19.000000000    11.415901045    11.415901045
   19.500000000    11.416392636    11.416392636
   20.000000000    11.415521473    11.415521473
   20.500000000    11.415987238    11.415987238
   21.000000000    11.416189451    11.416189451
   21.500000000    11.415599928    11.415599928
   22.000000000    11.414679025    11.414679025
   22.500000000    11.415117315    11.415117315
   23.000000000    11.416948375    11.416948375
   23.500000000    11.416075907    11.416075907
   24.000000000    11.415495449    11.415495449
   24.500000000    11.414133238    11.414133238
   25.000000000    11.415310402    11.415310402
   25.500000000    11.413668092    11.413668092
   26.000000000    11.413667802    11.413667802
   26.500000000    11.412893370    11.412893370
   27.000000000    11.415633432    11.415633432
   27.500000000    11.415134267    11.415134267
   28.000000000    11.413220079    11.413220079
   28.500000000    11.416294159    11.416294159
   29.000000000    11.414978206    11.414978206
   29.500000000    11.415133223    11.415133223
   30.000000000    11.414627266    11.414627266
   30.500000000    11.416388018    11.416388018
   31.000000000    11.414775012    11.414775012
   31.500000000    11.416302112    11.416302112
   32.000000000    11.415240341    11.415240341
   32.500000000    11.416544122    11.416544122
   33.000000000    11.416504650    11.416504650
   33.500000000    11.415432589    11.415432589
   34.000000000    11.416384732    11.416384732
   34.500000000    11.415413236    11.415413236
   35.000000000    11.414784832    11.414784832
   35.500000000    11.414692375    11.414692375
   36.000000000    11.414618369    11.414618369
   36.500000000    11.413415013    11.413415013
   37.000000000    11.414319967    11.414319967
   37.500000000    11.411662094    11.411662094
   38.000000000    11.414410282    11.414410282
   38.500000000    11.412031668    11.412031668
   39.000000000    11.414425376    11.414425376
   39.500000000    11.412932673    11.412932673
   40.000000000    11.414632013    11.414632013
   40.500000000    11.415479069    11.415479069
   41.000000000    11.413590593    11.413590593
   41.500000000    11.413660976    11.413660976
   42.000000000    11.412834826    11.412834826
   42.500000000    11.414229695    11.414229695
   43.000000000    11.412879551    11.412879551
   43.500000000    11.417214219    11.417214219
   44.000000000    11.413556175    11.413556175
   44.500000000    11.416264661    11.416264661
   45.000000000    11.414255301    11.414255301
   45.500000000    11.412829412    11.412829412
   46.000000000    11.415518701    11.415518701
   46.500000000    11.413775506    11.413775506
   47.000000000    11.413439821    11.413439821
   47.500000000    11.411371947    11.411371947
   48.000000000    11.412362920    11.412362920
   48.500000000    11.411781193    11.411781193
   49.000000000    11.412211621    11.412211621
   49.500000000    11.414009792    11.414009792
   50.000000000    11.413399919    11.413399919
   50.500000000    11.413804620    11.413804620
   51.000000000    11.412871460    11.412871460
   51.500000000    11.414966107    11.414966107
   52.000000000    11.413707091    11.413707091
   52.500000000    11.414193993    11.414193993
   53.000000000    11.407359547    11.407359547
   53.500000000    11.407962554    11.407962554
   54.000000000    11.406806625    11.406806625
   54.500000000    11.409495771    11.409495771
   55.000000000    11.410335630    11.410335630
   55.500000000    11.408117729    11.408117729
   56.000000000    11.411039516    11.411039516
   56.500000000    11.408316342    11.408316342
   57.000000000    11.408470531    11.408470531
   57.500000000    11.410361912    11.410361912
   58.000000000    11.408888795    11.408888795
   58.500000000    11.407707505    11.407707505
   59.000000000    11.409065120    11.409065120
   59.500000000    11.409865486    11.409865486
   60.000000000    11.410660896    11.410660896
   60.500000000    11.411167729    11.411167729
   61.000000000    11.408917682    11.408917682
   61.500000000    11.409138660    11.409138660
   62.000000000    11.406476561    11.406476561
   62.500000000    11.411399217    11.411399217
   63.000000000    11.409931111    11.409931111
   63.500000000    11.409997493    11.409997493
   64.000000000    11.405937518    11.405937518
   64.500000000    11.412436830    11.412436830
   65.000000000    11.408474104    11.408474104
   65.500000000    11.407876553    11.407876553
   66.000000000    11.411753934    11.411753934
   66.500000000    11.410350541    11.410350541
   67.000000000    11.408066043    11.408066043
   67.500000000    11.411232688    11.411232688
   68.000000000    11.407485891    11.407485891
   68.500000000    11.408925767    11.408925767
   69.000000000    11.408801974    11.408801974
   69.500000000    11.412389984    11.412389984
   70.000000000    11.410356023    11.410356023
   70.500000000    11.409797528    11.409797528
   71.000000000    11.408874011    11.408874011
   71.500000000    11.415049846    11.415049846
   72.000000000    11.410188177    11.410188177
   72.500000000    11.413155897    11.413155897
