###### GATHER WARNING ######
# NO Gathering method specified ! 
# Thus : if the system is requested to be gathered, 
# the gathering will be done according to the 1st atom of the previous molecule
#                      selected      heavy sasa
# time                    atoms           atoms
   10.000000000     4.375270836     4.375270836
   10.500000000     4.375003659     4.375003659
   11.000000000     4.373213983     4.373213983
   11.500000000     4.373770953     4.373770953
   12.000000000     4.376701404     4.376701404
   12.500000000     4.375511569     4.375511569
   13.000000000     4.374340960     4.374340960
   13.500000000     4.375618611     4.375618611
   14.000000000     4.375307785     4.375307785
   14.500000000     4.375431592     4.375431592
   15.000000000     4.375202234     4.375202234
   15.500000000     4.375458794     4.375458794
   16.000000000     4.374664649     4.374664649
   16.500000000     4.374574170     4.374574170
   17.000000000     4.373271526     4.373271526
   17.500000000     4.375021899     4.375021899
   18.000000000     4.373722240     4.373722240
   18.500000000     4.375442082     4.375442082
   19.000000000     4.373447365     4.373447365
   19.500000000     4.374193390     4.374193390
   20.000000000     4.375073993     4.375073993
   20.500000000     4.373094989     4.373094989
   21.000000000     4.375206100     4.375206100
   21.500000000     4.375132760     4.375132760
   22.000000000     4.374492260     4.374492260
   22.500000000     4.376861219     4.376861219
   23.000000000     4.375817057     4.375817057
   23.500000000     4.375086606     4.375086606
   24.000000000     4.374030630     4.374030630
   24.500000000     4.375607941     4.375607941
   25.000000000     4.374804718     4.374804718
   25.500000000     4.375866064     4.375866064
   26.000000000     4.375637300     4.375637300
   26.500000000     4.373096209     4.373096209
   27.000000000     4.375488496     4.375488496
   27.500000000     4.373537350     4.373537350
   28.000000000     4.373882380     4.373882380
   28.500000000     4.374496863     4.374496863
   29.000000000     4.376462887     4.376462887
   29.500000000     4.373167259     4.373167259
   30.000000000     4.375562588     4.375562588
   30.500000000     4.377550231     4.377550231
   31.000000000     4.374456002     4.374456002
   31.500000000     4.376011809     4.376011809
   32.000000000     4.376087581     4.376087581
   32.500000000     4.374501753     4.374501753
   33.000000000     4.375289283     4.375289283
   33.500000000     4.376484281     4.376484281
   34.000000000     4.374772100     4.374772100
   34.500000000     4.376057436     4.376057436
   35.000000000     4.376322119     4.376322119
   35.500000000     4.375809032     4.375809032
   36.000000000     4.374437663     4.374437663
   36.500000000     4.375891658     4.375891658
   37.000000000     4.375292849     4.375292849
   37.500000000     4.375286683     4.375286683
   38.000000000     4.376103871     4.376103871
   38.500000000     4.375969671     4.375969671
   39.000000000     4.374141911     4.374141911
   39.500000000     4.375692302     4.375692302
   40.000000000     4.374279924     4.374279924
   40.500000000     4.371659802     4.371659802
   41.000000000     4.375098048     4.375098048
   41.500000000     4.376189918     4.376189918
   42.000000000     4.370730431     4.370730431
   42.500000000     4.373790834     4.373790834
   43.000000000     4.375263977     4.375263977
   43.500000000     4.373337255     4.373337255
   44.000000000     4.373952436     4.373952436
   44.500000000     4.373965639     4.373965639
   45.000000000     4.374249979     4.374249979
   45.500000000     4.374183705     4.374183705
   46.000000000     4.373305787     4.373305787
   46.500000000     4.375108867     4.375108867
   47.000000000     4.374771307     4.374771307
   47.500000000     4.373752322     4.373752322
   48.000000000     4.374506157     4.374506157
   48.500000000     4.377168709     4.377168709
   49.000000000     4.374065446     4.374065446
   49.500000000     4.373358380     4.373358380
   50.000000000     4.376126663     4.376126663
   50.500000000     4.374070424     4.374070424
   51.000000000     4.374483147     4.374483147
   51.500000000     4.374690897     4.374690897
   52.000000000     4.373305129     4.373305129
   52.500000000     4.376888935     4.376888935
   53.000000000     4.375693207     4.375693207
   53.500000000     4.373672237     4.373672237
   54.000000000     4.373349976     4.373349976
   54.500000000     4.374718859     4.374718859
   55.000000000     4.373601228     4.373601228
   55.500000000     4.373206514     4.373206514
   56.000000000     4.377050968     4.377050968
   56.500000000     4.374405261     4.374405261
   57.000000000     4.372639839     4.372639839
   57.500000000     4.375667921     4.375667921
   58.000000000     4.374527570     4.374527570
   58.500000000     4.373234187     4.373234187
   59.000000000     4.374057103     4.374057103
   59.500000000     4.373979181     4.373979181
   60.000000000     4.373924015     4.373924015
   60.500000000     4.373625487     4.373625487
   61.000000000     4.374194737     4.374194737
   61.500000000     4.372403185     4.372403185
   62.000000000     4.376017374     4.376017374
   62.500000000     4.375314225     4.375314225
   63.000000000     4.374616404     4.374616404
   63.500000000     4.376080308     4.376080308
   64.000000000     4.376732996     4.376732996
   64.500000000     4.374527693     4.374527693
   65.000000000     4.375518146     4.375518146
   65.500000000     4.375750113     4.375750113
   66.000000000     4.374053647     4.374053647
   66.500000000     4.374138741     4.374138741
   67.000000000     4.374012550     4.374012550
   67.500000000     4.375181147     4.375181147
   68.000000000     4.374873757     4.374873757
   68.500000000     4.374290323     4.374290323
   69.000000000     4.373560985     4.373560985
   69.500000000     4.374944172     4.374944172
   70.000000000     4.373563659     4.373563659
   70.500000000     4.374581829     4.374581829
   71.000000000     4.375472836     4.375472836
   71.500000000     4.375070312     4.375070312
   72.000000000     4.374098426     4.374098426
   72.500000000     4.376039687     4.376039687
   73.000000000     4.375619401     4.375619401
   73.500000000     4.375732515     4.375732515
   74.000000000     4.374775041     4.374775041
   74.500000000     4.374791073     4.374791073
   75.000000000     4.375377981     4.375377981
   75.500000000     4.374167796     4.374167796
   76.000000000     4.375108629     4.375108629
   76.500000000     4.375692993     4.375692993
   77.000000000     4.375099244     4.375099244
   77.500000000     4.374598375     4.374598375
   78.000000000     4.375650533     4.375650533
   78.500000000     4.374300831     4.374300831
   79.000000000     4.374374582     4.374374582
   79.500000000     4.373610640     4.373610640
   80.000000000     4.373784569     4.373784569
   80.500000000     4.375414174     4.375414174
   81.000000000     4.372574776     4.372574776
   81.500000000     4.374571308     4.374571308
   82.000000000     4.375641284     4.375641284
   82.500000000     4.374491430     4.374491430
   83.000000000     4.373887854     4.373887854
