###### GATHER WARNING ######
# NO Gathering method specified ! 
# Thus : if the system is requested to be gathered, 
# the gathering will be done according to the 1st atom of the previous molecule
#                      selected      heavy sasa
# time                    atoms           atoms
   10.000000000     5.060099890     5.060099890
   10.500000000     5.059025174     5.059025174
   11.000000000     5.058753590     5.058753590
   11.500000000     5.058952851     5.058952851
   12.000000000     5.059023553     5.059023553
   12.500000000     5.057951358     5.057951358
   13.000000000     5.061394946     5.061394946
   13.500000000     5.059767974     5.059767974
   14.000000000     5.061071231     5.061071231
   14.500000000     5.058365363     5.058365363
   15.000000000     5.057682796     5.057682796
   15.500000000     5.060143497     5.060143497
   16.000000000     5.059461278     5.059461278
   16.500000000     5.058601742     5.058601742
   17.000000000     5.059039624     5.059039624
   17.500000000     5.061099881     5.061099881
   18.000000000     5.060152551     5.060152551
   18.500000000     5.060307789     5.060307789
   19.000000000     5.058396595     5.058396595
   19.500000000     5.060728603     5.060728603
   20.000000000     5.059157030     5.059157030
   20.500000000     5.059215286     5.059215286
   21.000000000     5.059708826     5.059708826
   21.500000000     5.060818180     5.060818180
   22.000000000     5.058263966     5.058263966
   22.500000000     5.061821214     5.061821214
   23.000000000     5.058927307     5.058927307
   23.500000000     5.059458040     5.059458040
   24.000000000     5.058308277     5.058308277
   24.500000000     5.060185146     5.060185146
   25.000000000     5.060036813     5.060036813
   25.500000000     5.059232033     5.059232033
   26.000000000     5.059601898     5.059601898
   26.500000000     5.059944372     5.059944372
   27.000000000     5.059443308     5.059443308
   27.500000000     5.059641317     5.059641317
   28.000000000     5.062253090     5.062253090
   28.500000000     5.059839205     5.059839205
   29.000000000     5.060537969     5.060537969
   29.500000000     5.059907649     5.059907649
   30.000000000     5.059690603     5.059690603
   30.500000000     5.059999547     5.059999547
   31.000000000     5.060314737     5.060314737
   31.500000000     5.057468985     5.057468985
   32.000000000     5.059018650     5.059018650
   32.500000000     5.056617728     5.056617728
   33.000000000     5.060606246     5.060606246
   33.500000000     5.057580382     5.057580382
   34.000000000     5.061835146     5.061835146
   34.500000000     5.061183593     5.061183593
   35.000000000     5.057597837     5.057597837
   35.500000000     5.061720310     5.061720310
   36.000000000     5.060117936     5.060117936
   36.500000000     5.061366723     5.061366723
   37.000000000     5.059951510     5.059951510
   37.500000000     5.061565086     5.061565086
   38.000000000     5.057275701     5.057275701
   38.500000000     5.060167784     5.060167784
   39.000000000     5.057384695     5.057384695
   39.500000000     5.059641334     5.059641334
   40.000000000     5.059559348     5.059559348
   40.500000000     5.060870739     5.060870739
   41.000000000     5.058120741     5.058120741
   41.500000000     5.062063935     5.062063935
   42.000000000     5.059955501     5.059955501
   42.500000000     5.059426846     5.059426846
   43.000000000     5.058977143     5.058977143
   43.500000000     5.060984672     5.060984672
   44.000000000     5.059010155     5.059010155
   44.500000000     5.058222750     5.058222750
   45.000000000     5.060222865     5.060222865
   45.500000000     5.057808536     5.057808536
   46.000000000     5.063701106     5.063701106
   46.500000000     5.059607157     5.059607157
   47.000000000     5.061063227     5.061063227
   47.500000000     5.059992289     5.059992289
   48.000000000     5.058457103     5.058457103
   48.500000000     5.060272189     5.060272189
   49.000000000     5.058386178     5.058386178
   49.500000000     5.057879597     5.057879597
   50.000000000     5.062785900     5.062785900
   50.500000000     5.059159760     5.059159760
   51.000000000     5.059700063     5.059700063
   51.500000000     5.060699437     5.060699437
   52.000000000     5.060723855     5.060723855
   52.500000000     5.059332751     5.059332751
   53.000000000     5.059733856     5.059733856
   53.500000000     5.058876023     5.058876023
   54.000000000     5.058643330     5.058643330
   54.500000000     5.057995056     5.057995056
   55.000000000     5.059660232     5.059660232
   55.500000000     5.059910180     5.059910180
   56.000000000     5.058176271     5.058176271
   56.500000000     5.059635867     5.059635867
   57.000000000     5.057354911     5.057354911
   57.500000000     5.061390260     5.061390260
   58.000000000     5.057567924     5.057567924
   58.500000000     5.060684030     5.060684030
   59.000000000     5.062500213     5.062500213
   59.500000000     5.059749731     5.059749731
   60.000000000     5.060279813     5.060279813
   60.500000000     5.059220865     5.059220865
   61.000000000     5.059162059     5.059162059
   61.500000000     5.058042009     5.058042009
   62.000000000     5.062064552     5.062064552
   62.500000000     5.057843683     5.057843683
   63.000000000     5.059242254     5.059242254
   63.500000000     5.060204037     5.060204037
   64.000000000     5.058841852     5.058841852
   64.500000000     5.060960658     5.060960658
   65.000000000     5.059975702     5.059975702
   65.500000000     5.060045840     5.060045840
   66.000000000     5.059593977     5.059593977
   66.500000000     5.059910343     5.059910343
   67.000000000     5.058808391     5.058808391
   67.500000000     5.059054247     5.059054247
   68.000000000     5.060292532     5.060292532
   68.500000000     5.059477538     5.059477538
   69.000000000     5.058887096     5.058887096
   69.500000000     5.059363061     5.059363061
   70.000000000     5.058895885     5.058895885
   70.500000000     5.060511454     5.060511454
   71.000000000     5.058527308     5.058527308
   71.500000000     5.059096784     5.059096784
   72.000000000     5.058108631     5.058108631
   72.500000000     5.056878542     5.056878542
   73.000000000     5.059575524     5.059575524
   73.500000000     5.057332708     5.057332708
   74.000000000     5.059914310     5.059914310
   74.500000000     5.059676692     5.059676692
   75.000000000     5.059872790     5.059872790
   75.500000000     5.060629621     5.060629621
   76.000000000     5.058033503     5.058033503
   76.500000000     5.060577770     5.060577770
   77.000000000     5.060408007     5.060408007
   77.500000000     5.056913759     5.056913759
   78.000000000     5.059508882     5.059508882
   78.500000000     5.059366522     5.059366522
   79.000000000     5.058638288     5.058638288
   79.500000000     5.060217578     5.060217578
   80.000000000     5.060744232     5.060744232
   80.500000000     5.057369255     5.057369255
   81.000000000     5.058817707     5.058817707
   81.500000000     5.056498101     5.056498101
   82.000000000     5.056872864     5.056872864
   82.500000000     5.061124164     5.061124164
   83.000000000     5.059707924     5.059707924
   83.500000000     5.060063206     5.060063206
   84.000000000     5.059640423     5.059640423
   84.500000000     5.059242965     5.059242965
   85.000000000     5.057343372     5.057343372
   85.500000000     5.059221983     5.059221983
   86.000000000     5.061187636     5.061187636
   86.500000000     5.059372547     5.059372547
   87.000000000     5.059204700     5.059204700
   87.500000000     5.058202659     5.058202659
   88.000000000     5.059877141     5.059877141
   88.500000000     5.059355046     5.059355046
   89.000000000     5.060147648     5.060147648
   89.500000000     5.061585753     5.061585753
   90.000000000     5.057976159     5.057976159
   90.500000000     5.059837468     5.059837468
   91.000000000     5.056260791     5.056260791
   91.500000000     5.060205851     5.060205851
   92.000000000     5.059590323     5.059590323
   92.500000000     5.059635359     5.059635359
   93.000000000     5.061171808     5.061171808
   93.500000000     5.058493134     5.058493134
   94.000000000     5.059786527     5.059786527
   94.500000000     5.058911790     5.058911790
   95.000000000     5.058788514     5.058788514
   95.500000000     5.058755929     5.058755929
   96.000000000     5.060010688     5.060010688
   96.500000000     5.056770459     5.056770459
   97.000000000     5.061117664     5.061117664
   97.500000000     5.058516406     5.058516406
   98.000000000     5.059876375     5.059876375
   98.500000000     5.059133920     5.059133920
   99.000000000     5.056702193     5.056702193
   99.500000000     5.059894466     5.059894466
#
# ave.             5.0594847649    5.0594847649
#
# average contribution per selected heavy atom
#
#   atom   residue name            SASA      % selected    % sasa atoms
#    1:2    1  ALA    N         0.37350         7.38226         7.38226 
#    1:4    1  ALA   CA         0.43870         8.67094         8.67094 
#    1:5    1  ALA   CB         0.56433        11.15397        11.15397 
#    1:6    1  ALA    C         0.00131         0.02592         0.02592 
#    1:7    1  ALA    O         0.00000         0.00000         0.00000 
#    1:8    2  ALA    N         0.00000         0.00000         0.00000 
#   1:10    2  ALA   CA         0.38492         7.60779         7.60779 
#   1:11    2  ALA   CB         0.55832        11.03509        11.03509 
#   1:12    2  ALA    C         0.00000         0.00003         0.00003 
#   1:13    2  ALA    O         0.15461         3.05588         3.05588 
#   1:14    3  ALA    N         0.00000         0.00000         0.00000 
#   1:16    3  ALA   CA         0.33873         6.69502         6.69502 
#   1:17    3  ALA   CB         0.53186        10.51206        10.51206 
#   1:18    3  ALA    C         0.00000         0.00000         0.00000 
#   1:19    3  ALA    O         0.16885         3.33724         3.33724 
#   1:20    4  ALA    N         0.00000         0.00000         0.00000 
#   1:22    4  ALA   CA         0.39414         7.79016         7.79016 
#   1:23    4  ALA   CB         0.45968         9.08560         9.08560 
#   1:24    4  ALA    C         0.04607         0.91065         0.91065 
#   1:25    4  ALA   O1         0.33768         6.67416         6.67416 
#   1:26    4  ALA   O2         0.30677         6.06323         6.06323 
#
# total                         5.05948       100.00000       100.00000 
