###### GATHER WARNING ######
# NO Gathering method specified ! 
# Thus : if the system is requested to be gathered, 
# the gathering will be done according to the 1st atom of the previous molecule
#                      selected      heavy sasa
# time                    atoms           atoms
   10.000000000    12.423028401    12.423028401
   10.500000000    12.409665313    12.409665313
   11.000000000    12.414988451    12.414988451
   11.500000000    12.412073422    12.412073422
   12.000000000    12.419918543    12.419918543
   12.500000000    12.421467915    12.421467915
   13.000000000    12.417562437    12.417562437
   13.500000000    12.409613106    12.409613106
   14.000000000    12.423891605    12.423891605
   14.500000000    12.421009366    12.421009366
   15.000000000    12.425077039    12.425077039
   15.500000000    12.416853748    12.416853748
   16.000000000    12.413664928    12.413664928
   16.500000000    12.421558648    12.421558648
   17.000000000    12.420443974    12.420443974
   17.500000000    12.420206601    12.420206601
   18.000000000    12.423842414    12.423842414
   18.500000000    12.422638780    12.422638780
   19.000000000    12.424175604    12.424175604
   19.500000000    12.424487021    12.424487021
   20.000000000    12.424357164    12.424357164
   20.500000000    12.423428132    12.423428132
   21.000000000    12.424890331    12.424890331
   21.500000000    12.423232911    12.423232911
   22.000000000    12.423843454    12.423843454
   22.500000000    12.423246202    12.423246202
   23.000000000    12.422804851    12.422804851
   23.500000000    12.424299904    12.424299904
   24.000000000    12.423969184    12.423969184
   24.500000000    12.422652287    12.422652287
   25.000000000    12.422068716    12.422068716
   25.500000000    12.423767888    12.423767888
   26.000000000    12.423552252    12.423552252
   26.500000000    12.426102906    12.426102906
   27.000000000    12.422456867    12.422456867
   27.500000000    12.424884155    12.424884155
   28.000000000    12.421938072    12.421938072
   28.500000000    12.424842699    12.424842699
   29.000000000    12.424105236    12.424105236
   29.500000000    12.422971745    12.422971745
   30.000000000    12.422236809    12.422236809
   30.500000000    12.422889426    12.422889426
   31.000000000    12.421364419    12.421364419
   31.500000000    12.424221983    12.424221983
   32.000000000    12.420957069    12.420957069
   32.500000000    12.422229263    12.422229263
   33.000000000    12.422622465    12.422622465
   33.500000000    12.423805051    12.423805051
   34.000000000    12.422591157    12.422591157
   34.500000000    12.423934892    12.423934892
   35.000000000    12.423770348    12.423770348
   35.500000000    12.424647317    12.424647317
   36.000000000    12.420696414    12.420696414
   36.500000000    12.425775479    12.425775479
   37.000000000    12.424222253    12.424222253
   37.500000000    12.423912319    12.423912319
   38.000000000    12.422212681    12.422212681
   38.500000000    12.424545818    12.424545818
   39.000000000    12.424366902    12.424366902
   39.500000000    12.424612703    12.424612703
   40.000000000    12.420725589    12.420725589
   40.500000000    12.424891403    12.424891403
   41.000000000    12.424867309    12.424867309
   41.500000000    12.423445023    12.423445023
   42.000000000    12.423752446    12.423752446
   42.500000000    12.422778684    12.422778684
   43.000000000    12.424160032    12.424160032
   43.500000000    12.423695052    12.423695052
   44.000000000    12.424457019    12.424457019
   44.500000000    12.422076133    12.422076133
   45.000000000    12.421457471    12.421457471
   45.500000000    12.422424143    12.422424143
   46.000000000    12.422373174    12.422373174
   46.500000000    12.418143618    12.418143618
   47.000000000    12.422723869    12.422723869
   47.500000000    12.413722520    12.413722520
   48.000000000    12.422873611    12.422873611
   48.500000000    12.420603622    12.420603622
   49.000000000    12.422167258    12.422167258
   49.500000000    12.417188707    12.417188707
   50.000000000    12.419359482    12.419359482
   50.500000000    12.418319756    12.418319756
   51.000000000    12.418315195    12.418315195
   51.500000000    12.422620707    12.422620707
   52.000000000    12.410853533    12.410853533
   52.500000000    12.409478046    12.409478046
   53.000000000    12.422458894    12.422458894
   53.500000000    12.417874806    12.417874806
   54.000000000    12.424099640    12.424099640
   54.500000000    12.423174596    12.423174596
   55.000000000    12.421835425    12.421835425
   55.500000000    12.421954208    12.421954208
   56.000000000    12.422372518    12.422372518
   56.500000000    12.421630021    12.421630021
   57.000000000    12.422214062    12.422214062
   57.500000000    12.417128183    12.417128183
   58.000000000    12.418354023    12.418354023
