###### GATHER WARNING ######
# NO Gathering method specified ! 
# Thus : if the system is requested to be gathered, 
# the gathering will be done according to the 1st atom of the previous molecule
#                      selected      heavy sasa
# time                    atoms           atoms
   10.000000000     2.472280846     2.472280846
   10.500000000     2.472502681     2.472502681
   11.000000000     2.473151714     2.473151714
   11.500000000     2.471846632     2.471846632
   12.000000000     2.473105734     2.473105734
   12.500000000     2.472534990     2.472534990
   13.000000000     2.472045739     2.472045739
   13.500000000     2.472393192     2.472393192
   14.000000000     2.472304073     2.472304073
   14.500000000     2.472196115     2.472196115
   15.000000000     2.472387934     2.472387934
   15.500000000     2.472132156     2.472132156
   16.000000000     2.472722644     2.472722644
   16.500000000     2.471821399     2.471821399
   17.000000000     2.472609168     2.472609168
   17.500000000     2.473096571     2.473096571
   18.000000000     2.472241856     2.472241856
   18.500000000     2.472177554     2.472177554
   19.000000000     2.472745037     2.472745037
   19.500000000     2.472631000     2.472631000
   20.000000000     2.473515451     2.473515451
   20.500000000     2.472696240     2.472696240
   21.000000000     2.473743010     2.473743010
   21.500000000     2.472226221     2.472226221
   22.000000000     2.473223085     2.473223085
   22.500000000     2.471911154     2.471911154
   23.000000000     2.473158965     2.473158965
   23.500000000     2.472618034     2.472618034
   24.000000000     2.472070635     2.472070635
   24.500000000     2.471924662     2.471924662
   25.000000000     2.472384734     2.472384734
   25.500000000     2.471871636     2.471871636
   26.000000000     2.472159269     2.472159269
   26.500000000     2.473308123     2.473308123
   27.000000000     2.472262739     2.472262739
   27.500000000     2.472302537     2.472302537
   28.000000000     2.472496004     2.472496004
   28.500000000     2.472571561     2.472571561
   29.000000000     2.472855316     2.472855316
   29.500000000     2.473263224     2.473263224
   30.000000000     2.472255685     2.472255685
   30.500000000     2.472885761     2.472885761
   31.000000000     2.472636724     2.472636724
   31.500000000     2.473797705     2.473797705
   32.000000000     2.472819583     2.472819583
   32.500000000     2.472512968     2.472512968
   33.000000000     2.472200951     2.472200951
   33.500000000     2.472774994     2.472774994
   34.000000000     2.472310897     2.472310897
   34.500000000     2.472190388     2.472190388
   35.000000000     2.472010142     2.472010142
   35.500000000     2.472140937     2.472140937
   36.000000000     2.471783624     2.471783624
   36.500000000     2.473007980     2.473007980
   37.000000000     2.472816153     2.472816153
   37.500000000     2.472076457     2.472076457
   38.000000000     2.472377695     2.472377695
   38.500000000     2.472695484     2.472695484
   39.000000000     2.473097107     2.473097107
   39.500000000     2.472746783     2.472746783
   40.000000000     2.473617314     2.473617314
   40.500000000     2.471835252     2.471835252
   41.000000000     2.472865673     2.472865673
   41.500000000     2.472969701     2.472969701
   42.000000000     2.473123855     2.473123855
   42.500000000     2.472244247     2.472244247
   43.000000000     2.472609642     2.472609642
   43.500000000     2.472574885     2.472574885
   44.000000000     2.473098112     2.473098112
   44.500000000     2.473400991     2.473400991
   45.000000000     2.472298896     2.472298896
   45.500000000     2.471886441     2.471886441
   46.000000000     2.473275837     2.473275837
   46.500000000     2.473206393     2.473206393
   47.000000000     2.472476212     2.472476212
   47.500000000     2.472754156     2.472754156
   48.000000000     2.473760597     2.473760597
   48.500000000     2.472699463     2.472699463
   49.000000000     2.472377402     2.472377402
   49.500000000     2.473057673     2.473057673
   50.000000000     2.471913571     2.471913571
   50.500000000     2.472481515     2.472481515
   51.000000000     2.471983943     2.471983943
   51.500000000     2.472581714     2.472581714
   52.000000000     2.472357308     2.472357308
   52.500000000     2.472741039     2.472741039
   53.000000000     2.472111665     2.472111665
   53.500000000     2.473216120     2.473216120
   54.000000000     2.472072787     2.472072787
   54.500000000     2.472609764     2.472609764
   55.000000000     2.473028167     2.473028167
   55.500000000     2.471984359     2.471984359
   56.000000000     2.472858854     2.472858854
   56.500000000     2.472113283     2.472113283
   57.000000000     2.473327675     2.473327675
   57.500000000     2.472678563     2.472678563
   58.000000000     2.472954959     2.472954959
   58.500000000     2.472454202     2.472454202
   59.000000000     2.472460336     2.472460336
   59.500000000     2.472936885     2.472936885
   60.000000000     2.472926856     2.472926856
   60.500000000     2.472797956     2.472797956
   61.000000000     2.472618444     2.472618444
   61.500000000     2.472305455     2.472305455
   62.000000000     2.472927724     2.472927724
   62.500000000     2.472840057     2.472840057
   63.000000000     2.472048453     2.472048453
   63.500000000     2.472779118     2.472779118
   64.000000000     2.472897212     2.472897212
   64.500000000     2.472223191     2.472223191
   65.000000000     2.472197841     2.472197841
   65.500000000     2.473254589     2.473254589
   66.000000000     2.473271254     2.473271254
   66.500000000     2.472639477     2.472639477
   67.000000000     2.473118698     2.473118698
   67.500000000     2.472549447     2.472549447
   68.000000000     2.473009219     2.473009219
   68.500000000     2.472388572     2.472388572
   69.000000000     2.472337538     2.472337538
   69.500000000     2.472178383     2.472178383
   70.000000000     2.472120101     2.472120101
   70.500000000     2.473012890     2.473012890
   71.000000000     2.472001673     2.472001673
   71.500000000     2.473398425     2.473398425
   72.000000000     2.472596859     2.472596859
