###### GATHER WARNING ######
# NO Gathering method specified ! 
# Thus : if the system is requested to be gathered, 
# the gathering will be done according to the 1st atom of the previous molecule
#                      selected      heavy sasa
# time                    atoms           atoms
   10.000000000     6.187705412     6.187705412
   10.500000000     6.187909422     6.187909422
   11.000000000     6.186871218     6.186871218
   11.500000000     6.188447929     6.188447929
   12.000000000     6.188092755     6.188092755
   12.500000000     6.187634746     6.187634746
   13.000000000     6.188919025     6.188919025
   13.500000000     6.188686200     6.188686200
   14.000000000     6.187671691     6.187671691
   14.500000000     6.187162410     6.187162410
   15.000000000     6.188156021     6.188156021
   15.500000000     6.189466902     6.189466902
   16.000000000     6.188278411     6.188278411
   16.500000000     6.189347993     6.189347993
   17.000000000     6.187559742     6.187559742
   17.500000000     6.187877680     6.187877680
   18.000000000     6.186473438     6.186473438
   18.500000000     6.188057121     6.188057121
   19.000000000     6.188565914     6.188565914
   19.500000000     6.187556052     6.187556052
   20.000000000     6.187958649     6.187958649
   20.500000000     6.187790995     6.187790995
   21.000000000     6.188340344     6.188340344
   21.500000000     6.187285681     6.187285681
   22.000000000     6.189192895     6.189192895
   22.500000000     6.187013532     6.187013532
   23.000000000     6.188620161     6.188620161
   23.500000000     6.188931748     6.188931748
   24.000000000     6.187922765     6.187922765
   24.500000000     6.188538651     6.188538651
   25.000000000     6.188352573     6.188352573
   25.500000000     6.188624966     6.188624966
   26.000000000     6.189197359     6.189197359
   26.500000000     6.189039738     6.189039738
   27.000000000     6.188613854     6.188613854
   27.500000000     6.189874103     6.189874103
   28.000000000     6.187784858     6.187784858
   28.500000000     6.190598298     6.190598298
   29.000000000     6.188899573     6.188899573
   29.500000000     6.187363711     6.187363711
   30.000000000     6.189095669     6.189095669
   30.500000000     6.189202074     6.189202074
   31.000000000     6.187801717     6.187801717
   31.500000000     6.189044603     6.189044603
   32.000000000     6.189248653     6.189248653
   32.500000000     6.186148605     6.186148605
   33.000000000     6.189250769     6.189250769
   33.500000000     6.187795292     6.187795292
   34.000000000     6.189717219     6.189717219
   34.500000000     6.188394808     6.188394808
   35.000000000     6.188698413     6.188698413
   35.500000000     6.188508939     6.188508939
   36.000000000     6.188301258     6.188301258
   36.500000000     6.188352408     6.188352408
   37.000000000     6.187660213     6.187660213
   37.500000000     6.188691374     6.188691374
   38.000000000     6.187167243     6.187167243
   38.500000000     6.187741468     6.187741468
   39.000000000     6.187282758     6.187282758
   39.500000000     6.187151932     6.187151932
   40.000000000     6.187036501     6.187036501
   40.500000000     6.187663337     6.187663337
   41.000000000     6.187458661     6.187458661
   41.500000000     6.188005843     6.188005843
   42.000000000     6.186302868     6.186302868
   42.500000000     6.188547315     6.188547315
   43.000000000     6.187910371     6.187910371
   43.500000000     6.188792038     6.188792038
   44.000000000     6.188009560     6.188009560
   44.500000000     6.189135256     6.189135256
   45.000000000     6.189247695     6.189247695
   45.500000000     6.189209237     6.189209237
   46.000000000     6.187755632     6.187755632
   46.500000000     6.189243817     6.189243817
   47.000000000     6.187943878     6.187943878
   47.500000000     6.187766246     6.187766246
   48.000000000     6.188575151     6.188575151
   48.500000000     6.188432799     6.188432799
   49.000000000     6.187349314     6.187349314
   49.500000000     6.187648318     6.187648318
   50.000000000     6.188670998     6.188670998
   50.500000000     6.185570121     6.185570121
   51.000000000     6.188105192     6.188105192
   51.500000000     6.187727346     6.187727346
   52.000000000     6.186923303     6.186923303
   52.500000000     6.188730487     6.188730487
   53.000000000     6.188015148     6.188015148
   53.500000000     6.188257265     6.188257265
   54.000000000     6.188383056     6.188383056
   54.500000000     6.188155546     6.188155546
   55.000000000     6.186936646     6.186936646
   55.500000000     6.187380998     6.187380998
   56.000000000     6.186901900     6.186901900
   56.500000000     6.185776670     6.185776670
   57.000000000     6.185503813     6.185503813
   57.500000000     6.186634159     6.186634159
   58.000000000     6.187533686     6.187533686
   58.500000000     6.188372743     6.188372743
   59.000000000     6.186898428     6.186898428
   59.500000000     6.185138813     6.185138813
   60.000000000     6.184478889     6.184478889
   60.500000000     6.185466717     6.185466717
   61.000000000     6.184091066     6.184091066
   61.500000000     6.187967165     6.187967165
   62.000000000     6.187510904     6.187510904
   62.500000000     6.187989008     6.187989008
   63.000000000     6.186713326     6.186713326
   63.500000000     6.188773689     6.188773689
   64.000000000     6.187256643     6.187256643
   64.500000000     6.187785133     6.187785133
   65.000000000     6.188937378     6.188937378
   65.500000000     6.188297867     6.188297867
   66.000000000     6.189314765     6.189314765
   66.500000000     6.187730921     6.187730921
   67.000000000     6.187452008     6.187452008
   67.500000000     6.187825842     6.187825842
   68.000000000     6.188992681     6.188992681
   68.500000000     6.187855064     6.187855064
   69.000000000     6.188422475     6.188422475
   69.500000000     6.186914266     6.186914266
   70.000000000     6.187965658     6.187965658
   70.500000000     6.188441696     6.188441696
   71.000000000     6.187112213     6.187112213
   71.500000000     6.187511960     6.187511960
   72.000000000     6.186813920     6.186813920
   72.500000000     6.187113866     6.187113866
   73.000000000     6.187524123     6.187524123
   73.500000000     6.187800200     6.187800200
   74.000000000     6.187025472     6.187025472
   74.500000000     6.188479074     6.188479074
   75.000000000     6.188017585     6.188017585
   75.500000000     6.188810816     6.188810816
   76.000000000     6.189733828     6.189733828
   76.500000000     6.187576637     6.187576637
   77.000000000     6.190116563     6.190116563
   77.500000000     6.189073816     6.189073816
   78.000000000     6.187494280     6.187494280
   78.500000000     6.188961591     6.188961591
   79.000000000     6.187821800     6.187821800
   79.500000000     6.188732949     6.188732949
   80.000000000     6.186546027     6.186546027
   80.500000000     6.188330745     6.188330745
   81.000000000     6.188047695     6.188047695
   81.500000000     6.186683835     6.186683835
   82.000000000     6.188811232     6.188811232
   82.500000000     6.188530550     6.188530550
   83.000000000     6.189273498     6.189273498
   83.500000000     6.190232903     6.190232903
   84.000000000     6.187727288     6.187727288
   84.500000000     6.188169988     6.188169988
   85.000000000     6.188318485     6.188318485
   85.500000000     6.187918772     6.187918772
   86.000000000     6.187798136     6.187798136
   86.500000000     6.187479840     6.187479840
   87.000000000     6.188776766     6.188776766
   87.500000000     6.189024459     6.189024459
   88.000000000     6.187249137     6.187249137
   88.500000000     6.188912959     6.188912959
   89.000000000     6.189175309     6.189175309
   89.500000000     6.188033709     6.188033709
   90.000000000     6.188698463     6.188698463
   90.500000000     6.187323822     6.187323822
   91.000000000     6.187724879     6.187724879
   91.500000000     6.188199270     6.188199270
